title,job_url_direct,company,company_industry,location,job_type,id,site,job_url,date_posted,is_remote,company_url_direct,lat,lon,_no_link_,lat_prev,lon_prev,location_refined,geo_source,geocode_confidence
Backend Developer (m/w/d) - Java,http://de.indeed.com/job/backend-developer-mwd-java-127427dd543f82de,Biting Bit GmbH,,"Berlin, BE, DE",fulltime,in-127427dd543f82de,indeed,https://de.indeed.com/viewjob?jk=127427dd543f82de,2025-10-15,True,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
"Senior Software Engineer - Product Engineering, Copenhagen",https://jobs.ashbyhq.com/Ashby/f60b5343-cf2f-4dbf-9819-d20e0c11be01?utm_source=PWaaBbrbpJ,ASHBY,,"Berlin, BE, DE",fulltime,in-9efaf3c62ca60ccb,indeed,https://de.indeed.com/viewjob?jk=9efaf3c62ca60ccb,2025-10-14,True,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
"Senior Software Engineer - Product Engineering, Stuttgart (m/f/d)",https://jobs.ashbyhq.com/Ashby/4cdb3761-8235-496f-8b6d-6ce56ac8fd77?utm_source=PWaaBbrbpJ,ASHBY,,"Berlin, BE, DE",fulltime,in-9e117163e1c7c355,indeed,https://de.indeed.com/viewjob?jk=9e117163e1c7c355,2025-10-14,True,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, BE, DE, Berlin, Germany",geocode:failed,low
Senior Data Integration Specialist for Process Analysis & Suite Accelerators (f/m/d) - SAP Signavio,,SAP,,"Berlin, Berlin, Germany",,li-4305731615,linkedin,https://www.linkedin.com/jobs/view/4305731615,2025-10-18,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Senior Data Scientist  (all genders) in Berlin,,Dott,,"Berlin, Germany",,li-4315050227,linkedin,https://www.linkedin.com/jobs/view/4315050227,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
.NET Software Engineer,,Noir,,"Berlin, Germany",,li-4312408275,linkedin,https://www.linkedin.com/jobs/view/4312408275,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
"Software Engineer API (f/m/d) - Node.js, SQL",,smartclip,,"Berlin, Germany",,li-4304673505,linkedin,https://www.linkedin.com/jobs/view/4304673505,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
Connect & Explore: Vehicle Engineering in Berlin (afternoon session),,Tesla,,"Grünheide, Brandenburg, Germany",,li-4317094693,linkedin,https://www.linkedin.com/jobs/view/4317094693,2025-10-20,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Grünheide, Brandenburg, Germany, Berlin, Germany",geocode:failed,low
Connect & Explore: Vehicle Engineering in Berlin (morning session),,Tesla,,"Grünheide, Brandenburg, Germany",,li-4317300003,linkedin,https://www.linkedin.com/jobs/view/4317300003,2025-10-20,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Grünheide, Brandenburg, Germany, Berlin, Germany",geocode:failed,low
Ingenieur-in als Expert-in für die UW-Primärtechnik,,Elia Grid International (EGI),,"Berlin, Berlin, Germany",,li-4260184575,linkedin,https://www.linkedin.com/jobs/view/4260184575,2025-10-20,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Bauleiter (m/w/d) Konstruktiver Ingenieur- und Brückenbau,,Johann Bunte Bauunternehmung GmbH & Co. KG,,"Berlin, Berlin, Germany",,li-4317076426,linkedin,https://www.linkedin.com/jobs/view/4317076426,2025-10-20,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
UAV Comms & Protocols Engineer (m/f/d),,Promethion Industries,,"Berlin, Berlin, Germany",,li-4314355775,linkedin,https://www.linkedin.com/jobs/view/4314355775,2025-10-20,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Ingenieur*in für Schulung/ Netz- und Versorgungswiederaufbau,,Stromnetz Berlin GmbH,,"Berlin, Berlin, Germany",,li-4305339825,linkedin,https://www.linkedin.com/jobs/view/4305339825,2025-10-20,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Senior Ingenieur Fassadenplanung (m/w/d),,Buro Happold,,"Berlin, Germany",,li-4314357639,linkedin,https://www.linkedin.com/jobs/view/4314357639,2025-10-20,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
Ingenieur:in für Bauphysik (w/m/d),,Ingérop Deutschland GmbH,,"Berlin, Berlin, Germany",,li-4316833147,linkedin,https://www.linkedin.com/jobs/view/4316833147,2025-10-18,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Ingenieur*in für Infrastrukturplanung von Netzprojekten in der Kabelplanung,,Stromnetz Berlin GmbH,,"Berlin, Berlin, Germany",,li-4291795842,linkedin,https://www.linkedin.com/jobs/view/4291795842,2025-10-18,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Ingenieur:in als Spezialist:in Digitale Stellwerke,,Deutsche Bahn,,"Berlin, Berlin, Germany",,li-4205829138,linkedin,https://www.linkedin.com/jobs/view/4205829138,2025-10-18,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Fachprojektleiterin Freileitungstechnik / Ingenieurin Freileitungen (m/w/d),,50Hertz Transmission GmbH,,"Berlin, Berlin, Germany",,li-4304233238,linkedin,https://www.linkedin.com/jobs/view/4304233238,2025-10-18,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Ingenieur*in für Infrastrukturplanung und Koordination von Netzprojekten und Steuerung des Maßnahmenportfolios,,Stromnetz Berlin GmbH,,"Berlin, Berlin, Germany",,li-4304201798,linkedin,https://www.linkedin.com/jobs/view/4304201798,2025-10-17,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
"Ingenieur (m/w/d) - Herstellung, Verarbeitung Glas / High-Tech Start-up",,The Yellow SiC Group,,"Berlin, Berlin, Germany",,li-4313062016,linkedin,https://www.linkedin.com/jobs/view/4313062016,2025-10-16,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Engineering roles abroad – Eaton is hiring multilingual talent,,Eaton,,,,li-4273552636,linkedin,https://www.linkedin.com/jobs/view/4273552636,2025-10-16,False,,51.1638175000,10.4478313000,,52.5200000000,13.4050000000,"Berlin, Germany",geocode:nominatim,medium
Ingenieur als Betriebsmanager (m/w/d)- Bundesanstalt für Immobilienaufgaben,,Bundesanstalt für Immobilienaufgaben,,"Berlin, Berlin, Germany",,li-4315878229,linkedin,https://www.linkedin.com/jobs/view/4315878229,2025-10-16,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Ingenieur (m/w/d) für Straßenplanung und Erschließung,,Kolakovic & Partner Personalberatung,,"Berlin, Berlin, Germany",,li-4315164083,linkedin,https://www.linkedin.com/jobs/view/4315164083,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
HLS-Ingenieur (m/w/d),,Kolakovic & Partner Personalberatung,,"Berlin, Berlin, Germany",,li-4315151881,linkedin,https://www.linkedin.com/jobs/view/4315151881,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Ingenieur im Bereich Trassierung (m/w/d),,KODIAK GmbH,,"Berlin, Berlin, Germany",,li-4312402768,linkedin,https://www.linkedin.com/jobs/view/4312402768,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Bauleiter Ingenieur- und Anlagenbau (m/w/d),,Kolakovic & Partner Personalberatung,,"Berlin, Berlin, Germany",,li-4315150927,linkedin,https://www.linkedin.com/jobs/view/4315150927,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Ingenieur (all genders) der Primärtechnik für Hochspannungsschaltanlagen,,GE Vernova,,"Berlin, Berlin, Germany",,li-4122420943,linkedin,https://www.linkedin.com/jobs/view/4122420943,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Ingenieur:in Versorgungstechnik/ TGA (w/m/d),,Berliner Wasserbetriebe,,"Berlin, Berlin, Germany",,li-4315308713,linkedin,https://www.linkedin.com/jobs/view/4315308713,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Ingenieurin / Ingenieur (m/w/d) (FH-Diplom / Bachelor) der Studienrichtungen Bau-/Wirtschafts-/Verkehrsingenieurwesen für den Bereich Finanzierung Schieneninfrastruktur,,Eisenbahn-Bundesamt EBA,,"Berlin, Berlin, Germany",,li-4312243865,linkedin,https://www.linkedin.com/jobs/view/4312243865,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
"Ingenieur / Meister / Fachplaner (m/w/d) Bereich Heizung, Lüftung, Sanitär",,BIM Berliner Immobilienmanagement GmbH,,"Berlin, Berlin, Germany",,li-4312407813,linkedin,https://www.linkedin.com/jobs/view/4312407813,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Werkstudent im Bereich Engineering (m/w/d),,GE Vernova,,"Berlin, Berlin, Germany",,li-4120000035,linkedin,https://www.linkedin.com/jobs/view/4120000035,2025-10-15,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Ingenieur (w/d) im Algenstartup,,Solaga,,,,li-4077745388,linkedin,https://www.linkedin.com/jobs/view/4077745388,2025-10-14,False,,51.1638175000,10.4478313000,,52.5200000000,13.4050000000,"Berlin, Germany",geocode:nominatim,medium
Founding Engineer,,Zentio,,"Berlin, Berlin, Germany",,li-4311990003,linkedin,https://www.linkedin.com/jobs/view/4311990003,2025-10-14,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
Techniker:in oder Ingenieur:in für Netzinfrastruktur,,Amoria Bond,,"Berlin, Germany",,li-4314964663,linkedin,https://www.linkedin.com/jobs/view/4314964663,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
Render Engineer (Unannounced project),,Wargaming,,"Berlin, Germany",,li-4237446820,linkedin,https://www.linkedin.com/jobs/view/4237446820,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Germany, Berlin, Germany",geocode:failed,low
Techniker / Ingenieur (w/m/d) Beratung Gebäudetechnik (HLSK / ELT),,Drees & Sommer,,"Berlin, Berlin, Germany",,li-4314969389,linkedin,https://www.linkedin.com/jobs/view/4314969389,,False,,52.5200000000,13.4050000000,,52.5200000000,13.4050000000,"Berlin, Berlin, Germany, Berlin, Germany",geocode:failed,low
